,age,fnlwgt,education.num,marital.status,occupation,relationship,hours.per.week
1525,49,159816,13,Married-civ-spouse,Prof-specialty,Wife,20
1526,50,171338,10,Married-civ-spouse,Exec-managerial,Husband,50
1527,22,202920,9,Never-married,Prof-specialty,Unmarried,40
1528,43,172826,10,Married-civ-spouse,Sales,Husband,55
1529,65,139272,13,Married-civ-spouse,Sales,Husband,60
1530,26,256000,15,Married-civ-spouse,Prof-specialty,Husband,60
1531,52,64045,15,Married-civ-spouse,Prof-specialty,Husband,45
1532,46,176814,15,Married-civ-spouse,Prof-specialty,Husband,50
1533,36,208358,15,Divorced,Prof-specialty,Not-in-family,45
1534,40,223881,15,Married-civ-spouse,Prof-specialty,Husband,70
1535,52,90363,15,Married-civ-spouse,Prof-specialty,Husband,35
1536,32,46807,9,Married-civ-spouse,Craft-repair,Husband,40
1537,53,88842,9,Married-civ-spouse,Exec-managerial,Husband,40
1538,47,345493,15,Married-civ-spouse,Prof-specialty,Husband,55
1539,37,287306,12,Married-civ-spouse,Prof-specialty,Wife,40
1540,37,362062,15,Married-civ-spouse,Prof-specialty,Husband,50
1541,39,114844,15,Married-civ-spouse,Prof-specialty,Husband,65
1542,38,146091,16,Married-civ-spouse,Exec-managerial,Wife,36
1543,44,332401,15,Married-civ-spouse,Prof-specialty,Husband,65
1544,57,159028,15,Married-civ-spouse,Prof-specialty,Husband,60
1545,51,44000,14,Married-civ-spouse,Prof-specialty,Wife,50
1546,78,316261,13,Never-married,Exec-managerial,Not-in-family,20
1547,36,383518,10,Married-civ-spouse,Adm-clerical,Wife,40
1548,49,362795,14,Divorced,Prof-specialty,Unmarried,80
1549,54,269068,15,Married-civ-spouse,Prof-specialty,Husband,50
1550,41,194636,13,Married-civ-spouse,Sales,Husband,65
1551,46,222115,13,Divorced,Adm-clerical,Not-in-family,40
1552,33,170769,16,Divorced,Sales,Not-in-family,60
1553,36,241998,10,Married-civ-spouse,Sales,Husband,20
1554,63,118798,9,Married-civ-spouse,Craft-repair,Husband,40
1555,38,167140,15,Married-civ-spouse,Prof-specialty,Husband,70
1556,33,198660,9,Married-civ-spouse,Machine-op-inspct,Husband,56
1557,47,168262,14,Separated,Exec-managerial,Not-in-family,50
1558,28,37359,11,Married-civ-spouse,Prof-specialty,Husband,50
1559,52,181855,15,Married-civ-spouse,Prof-specialty,Husband,65
1560,30,132601,13,Married-civ-spouse,Exec-managerial,Husband,50
1561,50,108435,14,Married-civ-spouse,Exec-managerial,Husband,60
1562,32,134737,13,Married-civ-spouse,Prof-specialty,Husband,50
1563,46,273771,13,Married-civ-spouse,Sales,Husband,40
1564,49,355978,15,Married-civ-spouse,Prof-specialty,Husband,35
1565,30,235124,9,Married-civ-spouse,Transport-moving,Husband,40
1566,32,204567,13,Married-civ-spouse,Sales,Husband,60
1567,59,122283,15,Married-civ-spouse,Prof-specialty,Husband,40
1568,46,198660,13,Married-civ-spouse,Sales,Husband,72
1569,32,330715,9,Married-civ-spouse,Craft-repair,Husband,40
1570,21,334618,10,Never-married,Protective-serv,Not-in-family,40
1571,56,205601,16,Married-civ-spouse,Prof-specialty,Husband,70
1572,43,208613,15,Married-spouse-absent,Prof-specialty,Not-in-family,40
1573,30,129707,13,Married-civ-spouse,Prof-specialty,Husband,35
1574,39,77005,14,Married-civ-spouse,Prof-specialty,Husband,40
1575,24,151153,10,Never-married,Prof-specialty,Not-in-family,50
1576,46,120131,15,Married-civ-spouse,Prof-specialty,Husband,60
1577,50,155118,9,Divorced,Exec-managerial,Not-in-family,35
1578,60,191446,9,Married-civ-spouse,Exec-managerial,Husband,40
1579,36,216711,9,Married-civ-spouse,Exec-managerial,Husband,50
1580,47,193047,16,Married-civ-spouse,Exec-managerial,Husband,50
1581,56,163212,9,Widowed,Adm-clerical,Unmarried,40
1582,53,366957,13,Married-civ-spouse,Exec-managerial,Husband,50
1583,42,187795,10,Married-civ-spouse,Exec-managerial,Husband,55
1584,50,238959,13,Married-civ-spouse,Sales,Husband,60
1585,48,25468,14,Divorced,Exec-managerial,Not-in-family,50
1586,41,320984,15,Married-civ-spouse,Prof-specialty,Husband,65
1587,72,172407,15,Married-civ-spouse,Prof-specialty,Husband,50
1588,55,197399,14,Married-civ-spouse,Exec-managerial,Husband,55
1589,33,162572,13,Married-civ-spouse,Prof-specialty,Husband,40
1590,62,245491,13,Divorced,Sales,Not-in-family,40
1591,52,334273,16,Married-civ-spouse,Prof-specialty,Husband,65
1592,50,124963,13,Married-civ-spouse,Exec-managerial,Husband,55
1593,28,201186,9,Married-civ-spouse,Sales,Husband,40
1594,42,180985,6,Married-civ-spouse,Handlers-cleaners,Husband,40
1595,51,145714,14,Married-civ-spouse,Exec-managerial,Husband,50
1596,42,190179,13,Married-civ-spouse,Prof-specialty,Husband,40
1597,50,158294,15,Married-civ-spouse,Prof-specialty,Husband,80
1598,41,495061,16,Married-civ-spouse,Prof-specialty,Husband,70
1599,47,102308,14,Married-civ-spouse,Exec-managerial,Husband,50
1600,38,37683,15,Never-married,Prof-specialty,Not-in-family,57
1601,61,139391,10,Married-civ-spouse,Prof-specialty,Husband,30
1602,57,95280,10,Married-civ-spouse,Sales,Husband,45
1603,42,201908,15,Married-civ-spouse,Prof-specialty,Husband,50
1604,47,354148,15,Married-civ-spouse,Prof-specialty,Husband,48
1605,51,111283,9,Divorced,Exec-managerial,Not-in-family,35
1606,42,175642,13,Never-married,Adm-clerical,Not-in-family,40
1607,47,181130,15,Married-civ-spouse,Prof-specialty,Husband,50
1608,74,188709,15,Married-civ-spouse,Prof-specialty,Husband,50
1609,39,190297,16,Married-civ-spouse,Prof-specialty,Husband,55
1610,43,462180,15,Married-civ-spouse,Prof-specialty,Husband,60
1611,47,181307,10,Married-civ-spouse,Sales,Husband,60
1612,52,140985,13,Married-civ-spouse,Adm-clerical,Wife,30
1613,69,323016,13,Married-civ-spouse,Prof-specialty,Husband,40
1614,58,266792,10,Married-civ-spouse,Prof-specialty,Husband,40
1615,48,108557,13,Married-civ-spouse,Tech-support,Wife,40
1616,55,392325,13,Married-civ-spouse,Sales,Husband,60
1617,50,183173,9,Married-civ-spouse,Prof-specialty,Husband,40
1618,49,423222,14,Married-civ-spouse,Sales,Husband,80
1619,30,115932,9,Never-married,Craft-repair,Not-in-family,50
1620,52,163998,9,Married-civ-spouse,Sales,Husband,45
1621,46,28419,15,Married-civ-spouse,Prof-specialty,Husband,50
1622,58,136841,13,Married-civ-spouse,Prof-specialty,Wife,35
1623,59,165315,13,Married-civ-spouse,Prof-specialty,Husband,43
1624,50,401118,9,Married-civ-spouse,Craft-repair,Husband,50
1625,40,79586,15,Married-civ-spouse,Prof-specialty,Husband,40
1626,43,58447,16,Married-civ-spouse,Prof-specialty,Husband,55
1627,47,246739,13,Married-civ-spouse,Exec-managerial,Husband,55
1628,65,105491,13,Married-civ-spouse,Exec-managerial,Husband,40
1629,33,134886,10,Never-married,Adm-clerical,Own-child,30
1630,53,124076,16,Married-civ-spouse,Prof-specialty,Wife,37
1631,42,269733,14,Married-civ-spouse,Sales,Husband,80
1632,69,240562,15,Married-civ-spouse,Prof-specialty,Husband,40
1633,44,120277,13,Married-civ-spouse,Exec-managerial,Husband,45
1634,44,282722,15,Married-civ-spouse,Prof-specialty,Husband,50
1635,38,478829,15,Married-civ-spouse,Prof-specialty,Husband,50
1636,39,237943,13,Married-civ-spouse,Exec-managerial,Husband,70
1637,32,553405,13,Married-civ-spouse,Sales,Husband,50
1638,41,115932,10,Married-civ-spouse,Exec-managerial,Husband,50
1639,31,100252,13,Divorced,Other-service,Not-in-family,70
1640,50,132716,15,Married-civ-spouse,Exec-managerial,Husband,50
1641,49,187454,9,Married-civ-spouse,Sales,Husband,65
1642,29,69132,15,Divorced,Prof-specialty,Not-in-family,60
1643,48,107231,15,Married-civ-spouse,Exec-managerial,Husband,50
1644,40,150755,13,Married-civ-spouse,Prof-specialty,Husband,75
1645,45,148995,16,Never-married,Prof-specialty,Not-in-family,30
1646,60,166330,9,Married-civ-spouse,Other-service,Wife,40
1647,49,229737,15,Married-civ-spouse,Prof-specialty,Husband,37
1648,56,98418,15,Married-civ-spouse,Prof-specialty,Husband,40
1649,45,108100,13,Married-civ-spouse,Exec-managerial,Wife,25
1650,71,38822,14,Married-civ-spouse,Exec-managerial,Husband,40
1651,57,376230,14,Married-civ-spouse,Sales,Husband,40
1652,64,185912,15,Married-civ-spouse,Prof-specialty,Husband,35
1653,41,124956,13,Separated,Prof-specialty,Not-in-family,60
1654,49,43348,16,Never-married,Prof-specialty,Not-in-family,70
1655,55,408537,5,Divorced,Craft-repair,Unmarried,37
1656,48,107231,13,Married-civ-spouse,Exec-managerial,Husband,50
1657,40,204235,14,Married-civ-spouse,Exec-managerial,Husband,50
1658,55,115439,15,Married-civ-spouse,Exec-managerial,Husband,40
1659,44,118212,13,Married-civ-spouse,Exec-managerial,Husband,70
1660,38,227945,14,Married-civ-spouse,Prof-specialty,Husband,65
1661,34,49469,13,Never-married,Sales,Not-in-family,50
1662,37,353298,9,Married-civ-spouse,Sales,Husband,50
1663,51,120781,15,Married-civ-spouse,Prof-specialty,Husband,70
1664,65,210381,13,Married-civ-spouse,Exec-managerial,Husband,65
1665,38,194534,14,Married-civ-spouse,Prof-specialty,Husband,60
1666,65,184965,16,Married-civ-spouse,Exec-managerial,Husband,40
1667,37,171150,13,Married-civ-spouse,Sales,Husband,60
1668,38,100375,15,Married-civ-spouse,Prof-specialty,Husband,60
1669,50,190333,15,Married-civ-spouse,Prof-specialty,Husband,55
1670,55,134120,6,Married-civ-spouse,Craft-repair,Husband,40
1671,38,185848,14,Married-civ-spouse,Exec-managerial,Husband,70
1672,22,214014,10,Never-married,Sales,Own-child,55
1673,47,155664,14,Married-civ-spouse,Exec-managerial,Husband,55
1674,43,62026,15,Married-civ-spouse,Exec-managerial,Husband,40
1675,66,115498,13,Married-civ-spouse,Exec-managerial,Husband,55
1676,47,294913,15,Married-civ-spouse,Exec-managerial,Husband,40
1677,57,110417,9,Married-civ-spouse,Craft-repair,Husband,40
1678,27,211032,1,Married-civ-spouse,Farming-fishing,Other-relative,24
1679,63,289741,14,Married-civ-spouse,Farming-fishing,Husband,50
1680,17,304873,6,Never-married,Prof-specialty,Own-child,32
1681,18,301948,9,Never-married,Protective-serv,Own-child,3
1682,19,188815,9,Never-married,Other-service,Own-child,20
1683,55,145574,9,Divorced,Exec-managerial,Not-in-family,60
1684,20,273701,10,Never-married,Prof-specialty,Other-relative,10
1685,46,133938,14,Divorced,Exec-managerial,Not-in-family,50
1686,35,202027,13,Divorced,Exec-managerial,Not-in-family,50
1687,47,79627,15,Divorced,Prof-specialty,Not-in-family,50
1688,55,124975,9,Divorced,Craft-repair,Unmarried,55
1689,34,50276,13,Never-married,Sales,Not-in-family,40
1690,25,169905,11,Never-married,Sales,Not-in-family,40
1691,56,70720,14,Divorced,Exec-managerial,Not-in-family,60
1692,25,102476,13,Never-married,Farming-fishing,Own-child,50
1693,41,182108,14,Never-married,Prof-specialty,Not-in-family,35
1694,42,46221,16,Married-spouse-absent,Other-service,Not-in-family,60
1695,37,32239,9,Divorced,Farming-fishing,Not-in-family,40
1696,47,233511,14,Divorced,Sales,Not-in-family,60
1697,36,184456,15,Never-married,Exec-managerial,Not-in-family,50
1698,58,112945,15,Never-married,Prof-specialty,Not-in-family,40
1699,45,148549,10,Divorced,Craft-repair,Not-in-family,56
1700,49,120629,13,Divorced,Exec-managerial,Not-in-family,60
1701,37,116358,9,Never-married,Craft-repair,Other-relative,48
1702,56,39380,10,Married-spouse-absent,Farming-fishing,Not-in-family,20
1703,37,109133,14,Separated,Exec-managerial,Not-in-family,60
1704,59,154100,14,Never-married,Sales,Not-in-family,45
1705,30,116138,13,Never-married,Exec-managerial,Not-in-family,60
1706,58,353244,13,Widowed,Prof-specialty,Unmarried,50
1707,29,82242,15,Never-married,Prof-specialty,Unmarried,45
1708,36,329980,13,Never-married,Exec-managerial,Not-in-family,40
1709,51,54342,15,Divorced,Prof-specialty,Not-in-family,60
1710,38,125933,13,Separated,Exec-managerial,Not-in-family,45
1711,36,184456,13,Never-married,Tech-support,Not-in-family,55
1712,41,106679,14,Never-married,Exec-managerial,Not-in-family,50
1713,47,304857,14,Separated,Tech-support,Not-in-family,40
1714,64,218490,13,Divorced,Exec-managerial,Not-in-family,55
1715,64,66634,13,Divorced,Exec-managerial,Unmarried,50
1716,51,673764,14,Never-married,Prof-specialty,Not-in-family,40
1717,54,28186,13,Divorced,Farming-fishing,Not-in-family,50
1718,53,137547,15,Never-married,Prof-specialty,Not-in-family,40
1719,46,295566,16,Divorced,Prof-specialty,Unmarried,65
1720,51,165001,14,Divorced,Exec-managerial,Unmarried,50
1721,45,191776,14,Divorced,Sales,Unmarried,42
1722,43,261929,16,Married-spouse-absent,Prof-specialty,Unmarried,64
1723,59,398626,16,Divorced,Prof-specialty,Unmarried,45
1724,37,270059,10,Divorced,Adm-clerical,Unmarried,25
1725,45,208802,15,Divorced,Prof-specialty,Unmarried,36
1726,45,190406,15,Divorced,Prof-specialty,Unmarried,36
1727,32,170154,12,Separated,Exec-managerial,Unmarried,50
1728,36,112497,15,Divorced,Prof-specialty,Unmarried,40
1729,47,97883,13,Widowed,Priv-house-serv,Unmarried,35
1730,75,111177,13,Widowed,Prof-specialty,Not-in-family,16
1731,73,183213,11,Widowed,Prof-specialty,Not-in-family,60
1732,65,224472,15,Never-married,Prof-specialty,Not-in-family,80
1733,68,52052,11,Widowed,Sales,Not-in-family,50
1734,61,32423,9,Married-civ-spouse,Farming-fishing,Wife,40
1735,67,231559,15,Married-civ-spouse,Prof-specialty,Husband,48
1736,65,198766,14,Married-civ-spouse,Sales,Husband,40
1737,63,167501,10,Married-civ-spouse,Prof-specialty,Wife,10
1738,64,132832,9,Married-civ-spouse,Adm-clerical,Wife,40
1739,90,227796,14,Married-civ-spouse,Exec-managerial,Husband,60
1740,79,120707,16,Married-civ-spouse,Prof-specialty,Husband,35
1741,67,195161,14,Married-civ-spouse,Prof-specialty,Husband,60
1742,90,87372,15,Married-civ-spouse,Prof-specialty,Husband,72
1743,68,193666,16,Married-civ-spouse,Prof-specialty,Husband,55
1744,65,154171,15,Married-civ-spouse,Prof-specialty,Husband,60
1745,68,146645,16,Married-civ-spouse,Prof-specialty,Husband,50
1746,62,118725,9,Married-civ-spouse,Exec-managerial,Husband,72
1747,69,36956,10,Married-civ-spouse,Exec-managerial,Husband,50
1748,67,106143,16,Married-civ-spouse,Sales,Husband,40
1749,66,169804,13,Married-civ-spouse,Sales,Husband,40
1750,67,129188,16,Married-civ-spouse,Prof-specialty,Husband,5
1751,70,36311,13,Married-civ-spouse,Prof-specialty,Husband,35
1752,68,133736,10,Married-civ-spouse,Sales,Husband,40
1753,68,242095,13,Married-civ-spouse,Exec-managerial,Husband,40
1754,74,228075,10,Married-civ-spouse,Exec-managerial,Husband,25
1755,71,422149,10,Married-civ-spouse,Exec-managerial,Husband,40
1756,67,171564,9,Married-civ-spouse,Prof-specialty,Wife,30
1757,68,195868,13,Married-civ-spouse,Sales,Husband,40
1758,77,84979,16,Married-civ-spouse,Farming-fishing,Husband,40
1759,71,118119,10,Married-civ-spouse,Exec-managerial,Husband,50
1760,76,199949,13,Married-civ-spouse,Adm-clerical,Husband,50
1761,83,240150,6,Married-civ-spouse,Farming-fishing,Husband,50
1762,68,117236,13,Married-civ-spouse,Exec-managerial,Husband,45
1763,79,76641,14,Married-civ-spouse,Prof-specialty,Husband,40
1764,69,58213,13,Married-civ-spouse,Prof-specialty,Husband,45
1765,66,174486,16,Married-civ-spouse,Prof-specialty,Husband,35
1766,73,148003,10,Married-civ-spouse,Adm-clerical,Wife,36
1767,67,431426,12,Married-civ-spouse,Exec-managerial,Wife,4
1768,66,113323,13,Married-civ-spouse,Prof-specialty,Husband,40
1769,66,162945,15,Married-civ-spouse,Exec-managerial,Husband,55
1770,67,191380,15,Married-civ-spouse,Prof-specialty,Husband,25
1771,67,182581,10,Married-civ-spouse,Exec-managerial,Husband,20
1772,79,97082,8,Widowed,Sales,Not-in-family,45
1773,67,148690,14,Widowed,Prof-specialty,Not-in-family,2
1774,74,129879,9,Widowed,Adm-clerical,Not-in-family,40
1775,67,411007,9,Widowed,Exec-managerial,Not-in-family,40
1776,67,103315,14,Never-married,Exec-managerial,Other-relative,72
1777,67,224984,9,Widowed,Adm-clerical,Not-in-family,16
1778,69,182862,9,Never-married,Transport-moving,Not-in-family,40
1779,74,199136,13,Widowed,Craft-repair,Not-in-family,8
1780,44,198282,13,Married-civ-spouse,Exec-managerial,Husband,60
1781,58,210563,9,Married-civ-spouse,Sales,Wife,35
1782,57,425161,14,Married-civ-spouse,Sales,Husband,40
1783,46,188386,16,Married-civ-spouse,Exec-managerial,Husband,60
1784,38,91039,13,Married-civ-spouse,Sales,Husband,60
1785,38,99146,13,Married-civ-spouse,Exec-managerial,Husband,80
1786,46,102388,15,Married-civ-spouse,Prof-specialty,Husband,45
1787,43,154374,10,Married-civ-spouse,Craft-repair,Husband,60
1788,33,175697,13,Married-civ-spouse,Exec-managerial,Husband,60
1789,39,202027,13,Married-civ-spouse,Exec-managerial,Husband,45
1790,39,329980,13,Married-civ-spouse,Exec-managerial,Husband,50
1791,54,123011,9,Married-civ-spouse,Craft-repair,Husband,52
1792,33,354573,14,Married-civ-spouse,Prof-specialty,Husband,44
1793,54,99185,16,Married-civ-spouse,Prof-specialty,Husband,45
1794,51,229465,14,Married-civ-spouse,Exec-managerial,Husband,50
1795,47,370119,13,Married-civ-spouse,Sales,Husband,50
1796,53,156877,9,Married-civ-spouse,Adm-clerical,Husband,35
1797,64,179436,13,Married-civ-spouse,Exec-managerial,Husband,55
1798,30,167990,11,Married-civ-spouse,Prof-specialty,Husband,65
1799,55,98361,14,Married-civ-spouse,Prof-specialty,Husband,50
1800,52,147876,13,Married-civ-spouse,Sales,Wife,60
1801,48,126754,14,Married-civ-spouse,Prof-specialty,Husband,40
1802,44,120277,13,Married-civ-spouse,Prof-specialty,Husband,50
1803,53,281590,9,Married-civ-spouse,Exec-managerial,Wife,40
1804,64,134960,13,Married-civ-spouse,Exec-managerial,Husband,35
1805,39,79331,14,Married-civ-spouse,Exec-managerial,Husband,40
1806,50,147629,14,Married-civ-spouse,Prof-specialty,Husband,45
1807,57,119253,14,Married-civ-spouse,Sales,Husband,65
1808,59,174056,13,Married-civ-spouse,Sales,Husband,40
1809,44,198282,14,Married-civ-spouse,Exec-managerial,Husband,40
1810,37,82521,13,Married-civ-spouse,Exec-managerial,Husband,40
1811,56,211804,13,Married-civ-spouse,Sales,Husband,50
1812,64,319371,13,Married-civ-spouse,Exec-managerial,Husband,40
1813,32,194426,13,Married-civ-spouse,Tech-support,Husband,40
1814,39,122742,12,Married-civ-spouse,Exec-managerial,Husband,55
1815,57,172654,15,Married-civ-spouse,Transport-moving,Husband,50
1816,35,376455,10,Married-civ-spouse,Exec-managerial,Husband,60
1817,51,145409,13,Married-civ-spouse,Sales,Husband,50
1818,44,198316,13,Married-civ-spouse,Exec-managerial,Husband,50
1819,57,225334,15,Married-civ-spouse,Sales,Wife,35
1820,47,151267,9,Married-civ-spouse,Machine-op-inspct,Wife,40
1821,51,293196,16,Married-civ-spouse,Prof-specialty,Husband,60
1822,50,44368,9,Married-civ-spouse,Sales,Husband,55
1823,52,338816,10,Married-civ-spouse,Exec-managerial,Husband,45
1824,47,214169,9,Married-civ-spouse,Farming-fishing,Husband,40
1825,34,30497,13,Married-civ-spouse,Exec-managerial,Husband,60
1826,37,291518,13,Married-civ-spouse,Craft-repair,Husband,55
1827,49,362654,10,Married-civ-spouse,Exec-managerial,Husband,50
1828,54,22743,10,Married-civ-spouse,Transport-moving,Husband,60
1829,39,191807,9,Married-civ-spouse,Sales,Husband,50
1830,39,126569,15,Married-civ-spouse,Prof-specialty,Husband,60
1831,32,312667,13,Married-civ-spouse,Prof-specialty,Husband,50
1832,34,186824,15,Married-civ-spouse,Prof-specialty,Husband,40
1833,53,114758,14,Married-civ-spouse,Exec-managerial,Husband,65
1834,53,199720,16,Married-civ-spouse,Prof-specialty,Husband,60
1835,52,100506,10,Married-civ-spouse,Sales,Husband,50
1836,37,233825,13,Married-civ-spouse,Prof-specialty,Wife,50
1837,53,424079,14,Married-civ-spouse,Exec-managerial,Husband,55
1838,37,148015,13,Married-civ-spouse,Prof-specialty,Wife,40
1839,47,124973,11,Married-civ-spouse,Exec-managerial,Husband,50
1840,58,93664,9,Married-civ-spouse,Exec-managerial,Husband,60
1841,39,173175,13,Married-civ-spouse,Exec-managerial,Husband,50
1842,46,155659,10,Married-civ-spouse,Craft-repair,Husband,45
1843,49,65087,14,Married-civ-spouse,Exec-managerial,Husband,50
1844,46,117849,10,Married-civ-spouse,Sales,Husband,40
1845,32,207668,13,Married-civ-spouse,Exec-managerial,Husband,45
1846,50,127315,13,Married-civ-spouse,Exec-managerial,Husband,60
1847,61,85548,10,Married-civ-spouse,Tech-support,Husband,18
1848,33,56701,13,Married-civ-spouse,Prof-specialty,Husband,75
1849,31,381153,10,Married-civ-spouse,Protective-serv,Husband,56
1850,39,109766,15,Married-civ-spouse,Prof-specialty,Husband,50
1851,45,170871,9,Married-civ-spouse,Exec-managerial,Husband,55
1852,35,99357,14,Married-civ-spouse,Prof-specialty,Wife,50
1853,36,261382,14,Married-civ-spouse,Sales,Husband,45
1854,40,157240,14,Married-civ-spouse,Exec-managerial,Wife,30
1855,47,168109,9,Married-civ-spouse,Farming-fishing,Husband,50
1856,41,280167,14,Married-civ-spouse,Exec-managerial,Husband,70
1857,52,173754,15,Married-civ-spouse,Prof-specialty,Husband,60
1858,43,303051,11,Married-civ-spouse,Exec-managerial,Husband,40
1859,55,116878,16,Married-civ-spouse,Prof-specialty,Husband,30
1860,39,179668,13,Married-civ-spouse,Tech-support,Husband,40
1861,61,176839,13,Married-civ-spouse,Prof-specialty,Husband,50
1862,46,360096,13,Married-civ-spouse,Exec-managerial,Husband,60
1863,49,198759,12,Married-civ-spouse,Sales,Husband,60
1864,52,145409,10,Married-civ-spouse,Transport-moving,Husband,60
1865,58,306233,13,Married-civ-spouse,Sales,Husband,40
1866,49,149210,13,Married-civ-spouse,Protective-serv,Husband,40
1867,46,219021,9,Married-civ-spouse,Transport-moving,Husband,44
1868,47,332355,14,Married-civ-spouse,Exec-managerial,Husband,50
1869,47,173783,13,Married-civ-spouse,Sales,Husband,60
1870,36,61778,9,Married-civ-spouse,Prof-specialty,Husband,40
1871,63,137940,15,Married-civ-spouse,Prof-specialty,Husband,50
1872,37,108140,14,Married-civ-spouse,Exec-managerial,Husband,45
1873,46,328216,13,Married-civ-spouse,Exec-managerial,Husband,40
1874,39,187098,15,Married-civ-spouse,Exec-managerial,Wife,47
1875,53,151580,10,Married-civ-spouse,Prof-specialty,Husband,40
1876,30,154950,10,Married-civ-spouse,Exec-managerial,Husband,60
1877,32,193042,15,Married-civ-spouse,Sales,Husband,60
1878,47,120429,16,Married-civ-spouse,Prof-specialty,Husband,50
1879,55,229029,13,Married-civ-spouse,Exec-managerial,Husband,48
1880,57,200453,9,Married-civ-spouse,Craft-repair,Husband,40
1881,39,70995,13,Married-civ-spouse,Transport-moving,Husband,99
1882,37,186934,9,Married-civ-spouse,Sales,Husband,60
1883,32,167531,15,Married-civ-spouse,Prof-specialty,Wife,50
1884,50,34832,13,Married-civ-spouse,Tech-support,Husband,40
1885,41,35166,15,Married-civ-spouse,Prof-specialty,Husband,50
1886,43,352005,13,Married-civ-spouse,Sales,Husband,45
1887,45,205100,13,Married-civ-spouse,Exec-managerial,Husband,60
1888,40,199381,14,Married-civ-spouse,Prof-specialty,Wife,37
1889,55,282023,13,Married-civ-spouse,Sales,Husband,50
1890,59,271571,10,Married-civ-spouse,Craft-repair,Husband,50
1891,63,213945,13,Married-civ-spouse,Sales,Husband,40
1892,34,187215,13,Married-civ-spouse,Prof-specialty,Wife,36
1893,50,259377,14,Married-civ-spouse,Prof-specialty,Wife,40
1894,51,167793,13,Married-civ-spouse,Exec-managerial,Husband,40
1895,36,237943,14,Married-civ-spouse,Exec-managerial,Husband,50
1896,54,135803,13,Married-civ-spouse,Exec-managerial,Husband,60
1897,42,340234,9,Married-civ-spouse,Tech-support,Husband,40
1898,40,226902,14,Married-civ-spouse,Exec-managerial,Husband,50
1899,42,121998,10,Married-civ-spouse,Exec-managerial,Husband,40
1900,36,198237,13,Married-civ-spouse,Prof-specialty,Husband,50
1901,32,78530,10,Married-civ-spouse,Exec-managerial,Husband,50
1902,53,43952,14,Married-civ-spouse,Exec-managerial,Husband,38
1903,46,43348,15,Married-civ-spouse,Exec-managerial,Husband,55
1904,52,254211,14,Married-civ-spouse,Prof-specialty,Husband,60
1905,30,321990,14,Married-civ-spouse,Exec-managerial,Husband,60
1906,33,144949,14,Married-civ-spouse,Prof-specialty,Husband,40
1907,32,137076,10,Married-civ-spouse,Exec-managerial,Husband,60
1908,43,194726,15,Married-civ-spouse,Prof-specialty,Husband,55
1909,50,89041,9,Married-civ-spouse,Craft-repair,Husband,50
1910,38,409604,13,Married-civ-spouse,Exec-managerial,Husband,40
1911,43,139734,13,Married-civ-spouse,Exec-managerial,Husband,40
1912,53,30244,12,Married-civ-spouse,Exec-managerial,Husband,40
1913,30,340917,14,Married-civ-spouse,Exec-managerial,Husband,60
1914,59,201263,13,Married-civ-spouse,Sales,Husband,55
1915,44,116825,15,Married-civ-spouse,Prof-specialty,Husband,80
1916,41,101593,14,Married-civ-spouse,Prof-specialty,Husband,50
1917,38,70282,14,Married-civ-spouse,Prof-specialty,Wife,2
1918,60,103344,9,Married-civ-spouse,Craft-repair,Husband,40
1919,42,336513,13,Married-civ-spouse,Craft-repair,Husband,60
1920,42,24763,16,Married-civ-spouse,Prof-specialty,Husband,40
1921,48,38950,13,Married-civ-spouse,Exec-managerial,Husband,50
1922,55,199067,13,Married-civ-spouse,Exec-managerial,Husband,42
1923,49,391585,13,Married-civ-spouse,Exec-managerial,Husband,40
1924,50,205803,14,Married-civ-spouse,Sales,Husband,40
1925,55,182460,9,Married-civ-spouse,Craft-repair,Husband,35
1926,44,267717,14,Married-civ-spouse,Craft-repair,Husband,45
1927,46,330087,13,Married-civ-spouse,Exec-managerial,Husband,45
1928,40,88909,13,Married-civ-spouse,Exec-managerial,Husband,50
1929,39,343476,13,Married-civ-spouse,Prof-specialty,Husband,50
1930,30,182926,10,Married-civ-spouse,Protective-serv,Husband,40
1931,44,109912,16,Married-civ-spouse,Exec-managerial,Wife,32
1932,60,376133,9,Married-civ-spouse,Adm-clerical,Wife,15
1933,60,142494,10,Married-civ-spouse,Exec-managerial,Husband,40
1934,36,184112,15,Married-civ-spouse,Prof-specialty,Wife,45
1935,36,77146,13,Married-civ-spouse,Sales,Husband,45
1936,39,322143,8,Married-civ-spouse,Transport-moving,Husband,70
1937,40,182437,12,Married-civ-spouse,Sales,Husband,50
1938,51,90363,10,Married-civ-spouse,Adm-clerical,Husband,40
1939,45,101452,14,Married-civ-spouse,Exec-managerial,Husband,60
1940,51,338620,14,Married-civ-spouse,Exec-managerial,Husband,60
1941,47,149700,13,Married-civ-spouse,Tech-support,Husband,40
1942,59,153484,13,Married-civ-spouse,Craft-repair,Husband,50
1943,47,162741,12,Married-civ-spouse,Prof-specialty,Wife,40
1944,46,102308,15,Married-civ-spouse,Prof-specialty,Husband,50
1945,35,81232,13,Married-civ-spouse,Sales,Husband,50
1946,39,33983,10,Married-civ-spouse,Adm-clerical,Husband,40
1947,52,194995,13,Married-civ-spouse,Sales,Husband,55
1948,32,42900,15,Married-civ-spouse,Prof-specialty,Husband,50
1949,40,166662,15,Married-civ-spouse,Prof-specialty,Husband,45
